,Home Type,Year Built,Address,Bedrooms,Bathrooms,Square Feet,Price
83,condos,1978.0,1585 NW Eastbrook Ct,2,2.0,,310000
84,single_family,1950.0,13895 SW Todd St,3,1.0,6098.0,489000
85,single_family,1982.0,2435 SW 206th Pl,3,2.0,5663.0,370000
86,townhomes,2002.0,20669 NW Painted Mountain Dr,3,3.0,3049.0,449000
87,townhomes,2004.0,9530 SW Lodestone Dr,3,3.0,1742.0,478000
88,condos,2007.0,680 NW Falling Waters Ln Unit 105,2,2.0,,375000
89,townhomes,2010.0,15900 SW Marlee Ln,3,3.0,2614.0,450000
90,single_family,1961.0,4875 SW 192nd Ave,3,2.0,11761.0,549500
91,single_family,2003.0,6092 SW 208th Pl,3,3.0,2614.0,574900
92,townhomes,2006.0,1272 SW 162nd Ave,2,3.0,871.0,399900
93,condos,2007.0,675 NW Falling Waters Ln Unit 303,1,1.0,,295000
94,condos,2014.0,13895 SW Meridian St Unit 215,2,2.0,,334900
95,single_family,1983.0,16184 SW Deline Ct,4,2.0,6970.0,615000
96,single_family,1956.0,5435 SW 152nd Ave,4,2.0,19602.0,620000
97,single_family,1999.0,7765 SW Carrollon Dr,4,3.0,4792.0,679990
98,single_family,1998.0,1167 SW 183rd Pl,3,3.0,1742.0,480000
99,single_family,1992.0,450 NW 167th Ave,3,2.0,9583.0,650000
100,single_family,,12400 SW Strobel Rd,3,,,755990
101,single_family,1926.0,1940 SW 71st Ave,5,6.0,21344.0,1250000
102,single_family,2019.0,17357 SW Dotterel Ln,4,3.0,3485.0,849900
103,single_family,1963.0,13215 SW Evergreen St,3,3.0,7841.0,599000
104,single_family,1982.0,8309 SW Lori Way,3,2.0,7841.0,554900
105,single_family,1972.0,13545 SW Hart Rd,4,2.0,4800.0,589500
106,single_family,2004.0,15726 SW Snowy Owl Ln,4,3.0,4356.0,599900
107,condos,2006.0,12780 SW Merganser Ln,3,3.0,,489900
108,single_family,2004.0,14415 NW Pioneer Park Way,4,3.0,4792.0,699000
109,single_family,2014.0,14336 SW Rancher Ln,3,3.0,2614.0,609900
110,single_family,2002.0,4339 SW Enduro Pl,3,3.0,4356.0,657000
111,condos,1954.0,8410 SW Canyon Ln Apt 4,1,1.0,,200000
112,condos,2005.0,14830 SW Sandhill Loop Unit 201,2,2.0,,365000
113,single_family,2011.0,20008 SW Squire Dr,4,3.0,5663.0,659000
114,single_family,1969.0,4600 SW 170th Ave,3,1.0,7405.0,456000
115,single_family,1985.0,950 NW 161st Ter,4,4.0,8712.0,800000
116,single_family,1978.0,5920 SW 161st Ave,3,3.0,8712.0,589900
117,multi_family,1973.0,6295 SW 188th Ct,4,2.0,9999.0,550000
118,single_family,1972.0,5065 SW Normandy Pl,2,2.0,2614.0,359000
119,single_family,,12400 SW Strobel Rd,3,,,870990
120,single_family,1982.0,6611 SW 153rd Ave,3,2.0,9148.0,599900
121,single_family,,12400 SW Strobel Rd,3,,,815990
122,single_family,1987.0,10165 SW 153rd Ave,5,4.0,6970.0,785300
123,condos,2007.0,8838 NE Brentford Way,2,3.0,,375000
124,single_family,2016.0,2148 NW 163rd Ter,4,3.0,3049.0,669999
125,condos,2009.0,11845 NW Stone Mountain Ln Unit 306,1,1.0,,245000
126,single_family,1991.0,19595 SW Hennig St,4,3.0,6534.0,575000
127,single_family,2005.0,9288 SW Diamond View Way,4,3.0,6970.0,699999
128,single_family,1979.0,1860 SW 192nd Ave,3,2.0,8276.0,500000
129,townhomes,2004.0,6305 SW 208th Ter,3,3.0,1742.0,410000
130,townhomes,2008.0,15163 SW Canyon Wren Way,3,3.0,1307.0,450000
131,condos,1967.0,13155 SW Allen Blvd Apt 9,2,1.0,,268700
132,single_family,1990.0,7354 SW 166th Ter,3,3.0,6098.0,700000
133,townhomes,2018.0,13243 SW 169th Ave,2,3.0,1742.0,445000
134,single_family,2006.0,8681 SW 184th Dr,3,3.0,6534.0,775000
135,single_family,2003.0,20590 SW Marimar St,3,3.0,2178.0,499000
136,single_family,1950.0,6560 SW 124th Ave,2,1.0,9148.0,350000
137,single_family,2013.0,14250 SW Compass Dr,3,3.0,1307.0,545000
138,single_family,1984.0,6750 SW 175th Ave,3,2.0,7841.0,525000
139,single_family,1977.0,540 SW 191st Ave,3,2.0,8712.0,479995
140,single_family,1973.0,2005 SW 185th Ave,2,1.0,7405.0,350000
141,single_family,1978.0,3838 SW 205th Ave,3,2.0,7405.0,539000
142,single_family,1993.0,16508 SW Timberland Dr,4,3.0,8276.0,749900
143,condos,1981.0,650 SW Meadow Dr Unit 124,3,2.0,,325000
144,mobile,1979.0,17695 SW Declaration Way,3,2.0,,129000
145,single_family,1989.0,3959 NW Craig Dr,4,2.0,6098.0,699000
146,single_family,1949.0,2635 SW 192nd Ave,4,2.0,9583.0,629900
147,townhomes,1980.0,6687 SW 180th Ave,3,3.0,3920.0,520000
148,single_family,1978.0,1020 SW 193rd Ct,3,3.0,6970.0,610000
149,single_family,,12400 SW Strobel Rd,3,,,821990
150,single_family,1972.0,20780 SW Wyngate St,4,2.0,9148.0,495000
151,condos,2004.0,14705 SW Sandhill Loop Unit 204,2,2.0,,360000
152,single_family,1950.0,11970 SW Denney Rd,2,1.0,55757.0,1575000
153,condos,1979.0,11721 SW Boones Bend Dr Unit 9,2,1.0,,279900
154,single_family,1960.0,15960 SW Division St,4,2.0,14375.0,599900
155,single_family,1994.0,224 SW 212th Ave,3,3.0,6098.0,649000
156,townhomes,2003.0,6365 SW Vinwood Ter,3,3.0,1742.0,424900
157,single_family,2022.0,8230 SE Blanton St,3,3.0,,549990
158,single_family,1999.0,20364 SW Inglis Dr,4,4.0,43560.0,1799000
159,single_family,1966.0,11770 SW Blakeney St,3,3.0,6970.0,689900
160,single_family,1977.0,20475 SW Jaylee St,5,3.0,6970.0,659950
161,single_family,1976.0,13415 SW Barlow Rd,3,3.0,6970.0,675100
162,condos,2007.0,760 NW 185th Ave Unit 306,2,1.0,,299000
163,single_family,1994.0,4446 SW Appletree Pl,3,3.0,4792.0,525000
164,condos,1986.0,9540 SW 146th Ter Apt 1,2,2.0,,299900
165,townhomes,2003.0,7035 SW Lorna Ter,3,3.0,1742.0,395000
166,single_family,1985.0,1235 SW 211th Pl,3,2.0,5663.0,525000
167,single_family,1963.0,5065 SW 163rd Ave,3,2.0,7405.0,489900
168,townhomes,2004.0,14950 SW Conor Cir,3,3.0,,430000
169,single_family,1976.0,2185 SW 189th Ave,3,2.0,9148.0,590000
170,single_family,1975.0,6550 SW 203rd Ave,3,2.0,8712.0,519900
171,townhomes,2003.0,20566 NW Sedona Ln,3,3.0,2178.0,449000
172,single_family,,12400 SW Strobel Rd,3,,,781990
173,single_family,1986.0,6515 SW 154th Pl,4,3.0,7405.0,774900
174,single_family,2001.0,12095 SW Fulmar Ter,4,3.0,5663.0,739900
175,single_family,1948.0,12125 SW Greenwood St,3,2.0,9148.0,525000
176,townhomes,2004.0,15225 SW Sparrow Loop Unit 102,2,3.0,,399000
177,condos,1986.0,20470 SW Rosa Dr,2,2.0,,319000
178,single_family,2019.0,16572 SW Snowdale St,4,3.0,3920.0,799000
179,townhomes,2004.0,9515 SW 153rd Ave,3,3.0,2614.0,499000
180,single_family,1994.0,21532 SW Samantha Ln,3,3.0,6970.0,585000
181,single_family,1995.0,18246 SW Berg Ct,3,2.0,4356.0,525000
182,single_family,,12400 SW Strobel Rd,3,,,860990
183,single_family,,12400 SW Strobel Rd,3,,,821990
184,single_family,2022.0,8842 SW 176th Ave Unit 12,4,3.0,4356.0,699950
185,condos,2003.0,1173 NE Perl Way,3,2.0,,379000
186,single_family,1958.0,5340 SW Dover Ln,3,3.0,10019.0,819900
187,single_family,1988.0,10585 SW 133rd Pl,4,3.0,6970.0,700000
188,mobile,1995.0,17473 NW Shady Fir Loop Unit 54,3,2.0,,268000
189,townhomes,2003.0,17447 SW November Ct,3,3.0,871.0,399900
190,single_family,1995.0,175 SW Seminole Dr,3,3.0,7405.0,499000
191,mobile,1995.0,17495 NW Shady Fir Loop Unit 58,3,2.0,,229900
192,single_family,,12400 SW Strobel Rd,4,,,823990
193,single_family,1993.0,16205 SW Nighthawk Dr,5,3.0,12197.0,985000
194,single_family,1995.0,600 NW 176th Ct,4,3.0,5227.0,550000
195,single_family,1968.0,975 SW Perfecta Ave,3,2.0,9583.0,569000
196,condos,2015.0,13875 SW Meridian St Unit 140,1,1.0,,275000
197,condos,2005.0,12675 SW Night Heron Ln Unit 102,3,3.0,940.0,412000
198,townhomes,2002.0,17481 SW October Ct,4,3.0,871.0,369000
199,single_family,1977.0,16110 SW Rosa Rd,3,2.0,7841.0,589900
200,single_family,1989.0,10155 SW 155th Ave,5,3.0,9148.0,997000
201,single_family,1920.0,23705 SW Rosedale Rd,3,1.0,1508918.0,8700000
202,single_family,2004.0,14480 NW Pioneer Park Way,3,3.0,5227.0,706000
203,single_family,1995.0,20252 SW Tremont Way,4,4.0,13068.0,1140000
204,townhomes,1999.0,14245 SW Cougar Ridge Dr,2,3.0,1307.0,340000
205,single_family,2003.0,20706 SW Marimar St,3,3.0,2178.0,475000
206,single_family,1981.0,7265 SW 173rd Ave,3,2.0,7405.0,520000
207,townhomes,2013.0,11915 SW Horizon Blvd,2,3.0,1307.0,475000
208,single_family,2001.0,4068 NW Kino Springs Pl,4,3.0,4792.0,775000
209,condos,1998.0,10660 SW Davies Rd Unit 41,2,2.0,,275000
210,single_family,1960.0,12635 SW Butner Rd,3,1.0,7405.0,395000
211,townhomes,1977.0,6732 SW Sussex St,2,2.0,1307.0,300000
212,single_family,1956.0,13470 SW Far Vista Dr,3,2.0,68389.0,525000
213,single_family,2007.0,7085 SW Kelsi Ter,4,4.0,5227.0,885000
214,single_family,2002.0,17469 SW Arbutus Dr,5,5.0,17424.0,1349000
215,single_family,1978.0,17585 NW Autumn Ridge Dr,3,2.0,7405.0,600000
216,single_family,1963.0,13550 SW 22nd St,3,2.0,6970.0,575000
217,single_family,1996.0,16918 SW Steele Way,3,3.0,2178.0,429000
218,single_family,2020.0,9537 SW 171st Ave,5,4.0,4356.0,790000
219,single_family,1952.0,965 SW Murray Blvd,3,2.0,26136.0,600000
220,single_family,2021.0,18421 SW Sugarloaf Ln,4,3.0,3920.0,680000
221,single_family,2017.0,15910 SW Nora Rd,5,5.0,54886.0,1650000
222,single_family,1998.0,19072 SW Christopher Dr,3,3.0,3920.0,499000
223,single_family,1956.0,5545 SW Dover Ln,3,2.0,10019.0,719000
224,single_family,1978.0,16385 SW Wright St,3,2.0,7841.0,590000
225,condos,1974.0,1605 NW Bridgeway Ln,3,3.0,,365000
226,single_family,1988.0,16680 NW Meadow Grass Ct,3,2.0,6098.0,590000
227,single_family,1991.0,1422 SW 178th Ave,3,2.0,5227.0,525000
228,single_family,1972.0,3885 SW 196th Ave,3,1.0,7841.0,500000
229,townhomes,2001.0,15934 SW Roth Dr,3,3.0,2178.0,409000
230,single_family,2022.0,12243 SW Strobel Rd,3,3.0,3986.0,795200
231,single_family,2022.0,12239 SW Strobel Rd,3,3.0,4361.0,842510
232,single_family,2002.0,224 NW Prescott Pl,3,3.0,1742.0,425000
233,single_family,1949.0,110 SW 139th Ave,3,1.0,6098.0,449500
234,single_family,1993.0,16507 SW Timberland Dr,4,4.0,9583.0,839000
235,single_family,2005.0,17959 SW Camas St,2,3.0,3049.0,429900
236,single_family,1977.0,9120 SW Pony Pl,3,2.0,14375.0,650000
237,single_family,1987.0,2260 NW 160th Ave,5,3.0,6534.0,750000
238,single_family,1974.0,18735 SW Honeywood Dr,3,2.0,9583.0,585000
239,single_family,2022.0,86 SW Pyramid Ter,3,3.0,,649990
240,single_family,1995.0,16721 NW Paddington Dr,3,3.0,5663.0,695000
241,single_family,1989.0,10525 SW 161st Ct,5,3.0,7841.0,785000
242,single_family,2022.0,65 SW Doubletop Dr Unit 65,4,3.0,,682990
243,single_family,2022.0,12260 SW Strobel Rd,3,3.0,5755.0,925580
244,townhomes,2003.0,16024 SW Gage Ln,3,3.0,871.0,439500
245,single_family,1995.0,7486 SW 208th Pl,4,3.0,6098.0,649000
246,condos,2005.0,16265 SW Blue Goose Ln,3,3.0,,469000
247,single_family,1999.0,21581 SW Frammy Way,3,2.0,4792.0,599000
248,condos,2012.0,11830 NW Holly Springs Ln Unit 304,2,2.0,,350000
249,townhomes,1971.0,7460 SW Wilson Ct,2,2.0,,419810
250,townhomes,2005.0,8700 SW 147th Ter Unit 102,2,3.0,,382500
251,single_family,2022.0,12246 SW Strobel Rd,3,3.0,,930740
252,condos,1986.0,9365 SW 146th Ter Apt 3,2,2.0,,309900
253,mobile,1976.0,375 SW Liberty Bell Dr,2,2.0,,89000
254,single_family,2013.0,580 NW Lost Springs Ter Unit 304,2,2.0,,345000
255,single_family,1978.0,9330 SW Downing Dr,2,2.0,3920.0,425000
256,single_family,1995.0,3241 SW Alicia Pl,3,3.0,3920.0,449900
257,single_family,1948.0,11725 SW 13th St,3,2.0,8276.0,500000
258,townhomes,2022.0,17104 SW Albatross Ln Lot 4,3,3.0,2178.0,624950
259,single_family,2014.0,10495 SW Crestwood Dr,3,3.0,4356.0,670000
260,single_family,1967.0,6470 SW Elm Ave,3,2.0,8712.0,699000
261,single_family,2018.0,16859 SW Larkspring Ln,4,3.0,,789000
262,single_family,2022.0,2763 SW Maycrest Ter,3,3.0,,596950
263,single_family,2022.0,2749 SW Maycrest Ter,3,3.0,,569950
264,single_family,1963.0,10370 SW Cynthia St,4,2.0,18295.0,915000
265,single_family,1989.0,754 SW 175th Pl,3,3.0,6534.0,625000
266,single_family,1992.0,1067 SW Tobias Way,3,2.0,6098.0,549000
267,condos,2003.0,13720 SW Scholls Ferry Rd Unit 101,3,3.0,,425000
268,single_family,1978.0,8710 SW Indian Hill Ln,4,2.0,9583.0,544999
269,single_family,1982.0,6723 SW 153rd Ave,3,2.0,8712.0,469900
270,single_family,1997.0,16530 SW Whitetail Ln,5,4.0,9583.0,929900
271,single_family,1995.0,10275 SW Shearwater Loop,4,3.0,7841.0,679000
272,single_family,1948.0,12225 SW Greenwood St,4,2.0,9583.0,625000
273,single_family,1987.0,7105 SW Kaufman Dr,4,3.0,5663.0,574900
274,single_family,1997.0,19673 SW Boulder Ln,4,3.0,8276.0,799950
275,single_family,2015.0,7235 SW Capstone Ct,3,3.0,3049.0,495000
276,single_family,2003.0,11648 SW Waterthrush Ter,2,3.0,,439000
277,condos,2006.0,15485 SW Sparrow Loop Unit 104,2,3.0,,359000
278,townhomes,2005.0,2476 NW Crosswater Ter,2,3.0,1742.0,425000
279,single_family,2005.0,13090 SW Madison Ct,4,3.0,7405.0,899500
280,single_family,1975.0,8655 SW Parkview Loop,3,3.0,7841.0,625000
281,single_family,1989.0,17375 NW Bernard Pl,3,2.0,7405.0,559900
282,condos,2018.0,17182 SW Appledale Rd Unit 401,3,2.0,,399000
283,condos,1978.0,1585 NW Eastbrook Ct,2,2.0,,310000
284,single_family,1950.0,13895 SW Todd St,3,1.0,6098.0,489000
285,single_family,1982.0,2435 SW 206th Pl,3,2.0,5663.0,370000
286,townhomes,2002.0,20669 NW Painted Mountain Dr,3,3.0,3049.0,449000
287,townhomes,2004.0,9530 SW Lodestone Dr,3,3.0,1742.0,478000
288,condos,2007.0,680 NW Falling Waters Ln Unit 105,2,2.0,,375000
289,townhomes,2010.0,15900 SW Marlee Ln,3,3.0,2614.0,450000
290,single_family,1961.0,4875 SW 192nd Ave,3,2.0,11761.0,549500
291,single_family,2003.0,6092 SW 208th Pl,3,3.0,2614.0,574900
292,townhomes,2006.0,1272 SW 162nd Ave,2,3.0,871.0,399900
293,condos,2007.0,675 NW Falling Waters Ln Unit 303,1,1.0,,295000
294,condos,2014.0,13895 SW Meridian St Unit 215,2,2.0,,334900
295,single_family,1983.0,16184 SW Deline Ct,4,2.0,6970.0,615000
296,single_family,1956.0,5435 SW 152nd Ave,4,2.0,19602.0,620000
297,single_family,1999.0,7765 SW Carrollon Dr,4,3.0,4792.0,679990
298,single_family,1998.0,1167 SW 183rd Pl,3,3.0,1742.0,480000
299,single_family,1992.0,450 NW 167th Ave,3,2.0,9583.0,650000
300,single_family,,12400 SW Strobel Rd,3,,,755990
301,single_family,1926.0,1940 SW 71st Ave,5,6.0,21344.0,1250000
302,single_family,2019.0,17357 SW Dotterel Ln,4,3.0,3485.0,849900
303,single_family,1963.0,13215 SW Evergreen St,3,3.0,7841.0,599000
304,single_family,1982.0,8309 SW Lori Way,3,2.0,7841.0,554900
305,single_family,1972.0,13545 SW Hart Rd,4,2.0,4800.0,589500
306,single_family,2004.0,15726 SW Snowy Owl Ln,4,3.0,4356.0,599900
307,condos,2006.0,12780 SW Merganser Ln,3,3.0,,489900
308,single_family,2004.0,14415 NW Pioneer Park Way,4,3.0,4792.0,699000
309,single_family,2014.0,14336 SW Rancher Ln,3,3.0,2614.0,609900
310,single_family,2002.0,4339 SW Enduro Pl,3,3.0,4356.0,657000
311,condos,1954.0,8410 SW Canyon Ln Apt 4,1,1.0,,200000
312,condos,2005.0,14830 SW Sandhill Loop Unit 201,2,2.0,,365000
313,single_family,2011.0,20008 SW Squire Dr,4,3.0,5663.0,659000
314,single_family,1969.0,4600 SW 170th Ave,3,1.0,7405.0,456000
315,single_family,1985.0,950 NW 161st Ter,4,4.0,8712.0,800000
316,single_family,1978.0,5920 SW 161st Ave,3,3.0,8712.0,589900
317,multi_family,1973.0,6295 SW 188th Ct,4,2.0,9999.0,550000
318,single_family,1972.0,5065 SW Normandy Pl,2,2.0,2614.0,359000
319,single_family,,12400 SW Strobel Rd,3,,,870990
320,single_family,1982.0,6611 SW 153rd Ave,3,2.0,9148.0,599900
321,single_family,,12400 SW Strobel Rd,3,,,815990
322,single_family,1987.0,10165 SW 153rd Ave,5,4.0,6970.0,785300
323,condos,2007.0,8838 NE Brentford Way,2,3.0,,375000
324,single_family,2016.0,2148 NW 163rd Ter,4,3.0,3049.0,669999
325,condos,2009.0,11845 NW Stone Mountain Ln Unit 306,1,1.0,,245000
326,single_family,1991.0,19595 SW Hennig St,4,3.0,6534.0,575000
327,single_family,2005.0,9288 SW Diamond View Way,4,3.0,6970.0,699999
328,single_family,1979.0,1860 SW 192nd Ave,3,2.0,8276.0,500000
329,townhomes,2004.0,6305 SW 208th Ter,3,3.0,1742.0,410000
330,townhomes,2008.0,15163 SW Canyon Wren Way,3,3.0,1307.0,450000
331,condos,1967.0,13155 SW Allen Blvd Apt 9,2,1.0,,268700
332,single_family,1990.0,7354 SW 166th Ter,3,3.0,6098.0,700000
333,townhomes,2018.0,13243 SW 169th Ave,2,3.0,1742.0,445000
334,single_family,2006.0,8681 SW 184th Dr,3,3.0,6534.0,775000
335,single_family,2003.0,20590 SW Marimar St,3,3.0,2178.0,499000
336,single_family,1950.0,6560 SW 124th Ave,2,1.0,9148.0,350000
337,single_family,2013.0,14250 SW Compass Dr,3,3.0,1307.0,545000
338,single_family,1984.0,6750 SW 175th Ave,3,2.0,7841.0,525000
339,single_family,1977.0,540 SW 191st Ave,3,2.0,8712.0,479995
340,single_family,1973.0,2005 SW 185th Ave,2,1.0,7405.0,350000
341,single_family,1978.0,3838 SW 205th Ave,3,2.0,7405.0,539000
342,single_family,1993.0,16508 SW Timberland Dr,4,3.0,8276.0,749900
343,condos,1981.0,650 SW Meadow Dr Unit 124,3,2.0,,325000
344,mobile,1979.0,17695 SW Declaration Way,3,2.0,,129000
345,single_family,1989.0,3959 NW Craig Dr,4,2.0,6098.0,699000
346,single_family,1949.0,2635 SW 192nd Ave,4,2.0,9583.0,629900
347,townhomes,1980.0,6687 SW 180th Ave,3,3.0,3920.0,520000
348,single_family,1978.0,1020 SW 193rd Ct,3,3.0,6970.0,610000
349,single_family,,12400 SW Strobel Rd,3,,,821990
350,single_family,1972.0,20780 SW Wyngate St,4,2.0,9148.0,495000
351,condos,2004.0,14705 SW Sandhill Loop Unit 204,2,2.0,,360000
352,single_family,1950.0,11970 SW Denney Rd,2,1.0,55757.0,1575000
353,condos,1979.0,11721 SW Boones Bend Dr Unit 9,2,1.0,,279900
354,single_family,1960.0,15960 SW Division St,4,2.0,14375.0,599900
355,single_family,1994.0,224 SW 212th Ave,3,3.0,6098.0,649000
356,townhomes,2003.0,6365 SW Vinwood Ter,3,3.0,1742.0,424900
357,single_family,2022.0,8230 SE Blanton St,3,3.0,,549990
358,single_family,1999.0,20364 SW Inglis Dr,4,4.0,43560.0,1799000
359,single_family,1966.0,11770 SW Blakeney St,3,3.0,6970.0,689900
360,single_family,1977.0,20475 SW Jaylee St,5,3.0,6970.0,659950
361,single_family,1976.0,13415 SW Barlow Rd,3,3.0,6970.0,675100
362,condos,2007.0,760 NW 185th Ave Unit 306,2,1.0,,299000
363,single_family,1994.0,4446 SW Appletree Pl,3,3.0,4792.0,525000
364,condos,1986.0,9540 SW 146th Ter Apt 1,2,2.0,,299900
365,townhomes,2003.0,7035 SW Lorna Ter,3,3.0,1742.0,395000
366,single_family,1985.0,1235 SW 211th Pl,3,2.0,5663.0,525000
367,single_family,1963.0,5065 SW 163rd Ave,3,2.0,7405.0,489900
368,townhomes,2004.0,14950 SW Conor Cir,3,3.0,,430000
369,single_family,1976.0,2185 SW 189th Ave,3,2.0,9148.0,590000
370,single_family,1975.0,6550 SW 203rd Ave,3,2.0,8712.0,519900
371,townhomes,2003.0,20566 NW Sedona Ln,3,3.0,2178.0,449000
372,single_family,,12400 SW Strobel Rd,3,,,781990
